Agency,Agency ID,Program,Program Code,Data Classification,Station ID,Station Name,Lat,Lon
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs130,cs130,-32.26544812,115.7086569
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs135,cs135,-32.24811169,115.7008247
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs140,cs140,-32.24894469,115.6984988
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs145,cs145,-32.25544763,115.6844893
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs15,cs15,-32.15044887,115.6853318
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs150,cs150,-32.25544106,115.6666557
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs150s,cs150s,-32.27074886,115.6573118
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs151,cs151,-32.26544469,115.6666581
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs155,cs155,-32.24644693,115.7206654
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs16,cs16,-32.1599468,115.682661
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs160,cs160,-32.1909485,115.6781623
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs161,cs161,-32.1912809,115.6814884
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs165,cs165,-32.19077412,115.6856646
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs17,cs17,-32.16344503,115.682494
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs170,cs170,-32.19064501,115.6862605
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs170a,cs170a,-32.18334259,115.6745598
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs175,cs175,-32.18777431,115.7319989
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs18,cs18,-32.15077482,115.6941595
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs180,cs180,-32.18561494,115.7681574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs180a,cs180a,-32.18444635,115.7704325
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs180b,cs180b,-32.18711275,115.7644989
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs185,cs185,-32.18627956,115.7724976
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs185a,cs185a,-32.18594111,115.7701579
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs185i,cs185i,-32.187481,115.7726724
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs186,cs186,-32.17644672,115.7678248
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20,cs20,-32.1501155,115.7054931
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20a,cs20a,-32.13711101,115.7031643
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20b,cs20b,-32.14628058,115.7044976
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs22,cs22,-32.14427786,115.7186591
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs221,cs221,-32.25835869,115.7025577
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs223,cs223,-32.26844297,115.6989956
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs229,cs229,-32.24444681,115.7271574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs22a,cs22a,-32.15028051,115.7154896
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs231,cs231,-32.25927426,115.7278316
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs233,cs233,-32.27044193,115.7198297
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs235,cs235,-32.26677851,115.7161653
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs25,cs25,-32.15127371,115.724499
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs26,cs26,-32.15007414,115.7334966
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs27,cs27,-32.15127541,115.7327484
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs30,cs30,-32.15127801,115.7511558
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs35,cs35,-32.16794144,115.7386581
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs40,cs40,-32.16794056,115.7286574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs45,cs45,-32.16794496,115.7094937
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs46,cs46,-32.17377764,115.7109068
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs46.5,cs46.5,-32.17828214,115.7129965
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs47,cs47,-32.18177476,115.7131595
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs47a,cs47a,-32.16758229,115.6934956
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs5,cs5,-32.14461226,115.658655
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs50,cs50,-32.18994032,115.693993
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs52,cs52,-32.18878106,115.7058265
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs53,cs53,-32.18894851,115.7063227
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs55,cs55,-32.18761049,115.7139896
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs60,cs60,-32.18711194,115.7469965
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs65,cs65,-32.18627724,115.7611582
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs7,cs7,-32.14354772,115.6663254
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs70,cs70,-32.19878006,115.7694971
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs75,cs75,-32.20961038,115.7553247
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs80,cs80,-32.20544711,115.7429894
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs85,cs85,-32.21127879,115.7191633
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs85a,cs85a,-32.22701284,115.7184969
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs88,cs88,-32.22319471,115.7227103
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs90,cs90,-32.22294846,115.6985723
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs95,cs95,-32.23377809,115.690331
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs98,cs98,-32.22727427,115.7043261
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs99,cs99,-32.22927606,115.7024936
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,dev01,dev01,-32.14294224,115.6886626
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,ml01,ml01,-32.13460679,115.6894922
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,nd01,nd01,-32.12877751,115.7094942
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,nd01a,nd01a,-32.1308783,115.7058603
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa10,oa10,-32.0557811,115.7308254
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa100,oa100,-32.1149456,115.7171612
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa15,oa15,-32.05928001,115.7154919
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa20,oa20,-32.06627846,115.7153305
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa25,oa25,-32.09294364,115.7153283
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa25N,oa25N,-32.08094762,115.7208255
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa25s,oa25s,-32.09460794,115.7166614
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa27,oa27,-32.1011445,115.7136557
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa30,oa30,-32.08478167,115.690829
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa30N,oa30N,-32.08397891,115.6890922
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa30s,oa30s,-32.10328091,115.6949949
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa31,oa31,-32.07894613,115.689164
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa32,oa32,-32.07244818,115.687996
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa33,oa33,-32.06327313,115.6861567
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa35,oa35,-32.07794163,115.6569915
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa40,oa40,-32.07960804,115.6348239
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa45,oa45,-32.07794433,115.6169966
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa5,oa5,-32.07094829,115.7311562
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa50,oa50,-32.09911551,115.6169955
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa55,oa55,-32.09911542,115.6419941
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa60,oa60,-32.10461341,115.6653232
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa62,oa62,-32.10888124,115.683522
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa63,oa63,-32.11460818,115.6929895
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa65,oa65,-32.11128008,115.7053314
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa68,oa68,-32.11127348,115.7206571
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa69,oa69,-32.11360664,115.7319973
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa70,oa70,-32.11127825,115.7436562
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa71,oa71,-32.11154205,115.7585121
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa72,oa72,-32.11939535,115.700606
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa72a,oa72a,-32.12553206,115.699989
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa72n,oa72n,-32.11294624,115.6971574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa72w,oa72w,-32.11924569,115.699209
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa75,oa75,-32.12960914,115.7203271
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa80,oa80,-32.13127389,115.7013281
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa81a,oa81a,-32.13877917,115.6978291
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa81b,oa81b,-32.13877339,115.7016565
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa81c,oa81c,-32.13844598,115.703156
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa81d,oa81d,-32.13760781,115.7049913
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa81e,oa81e,-32.13719746,115.7063223
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa81g,oa81g,-32.13494095,115.7026649
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa81h,oa81h,-32.13560694,115.7051574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa85,oa85,-32.13544195,115.6769918
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa85a,oa85a,-32.14127635,115.6819965
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa85b,oa85b,-32.14528142,115.6863284
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa88,oa88,-32.135441,115.6691574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa90,oa90,-32.1379457,115.6603216
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa95,oa95,-32.13794021,115.6353231
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,oa95w,oa95w,-32.13728191,115.6286645
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,"""0a70""","""0a70""",-32.11127825,115.7436562
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS108,CS108,-32.2449488,115.704659
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS120,CS120,-32.25460872,115.7303276
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS125,CS125,-32.26711426,115.7261616
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS130,CS130,-32.26544812,115.7086569
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS135,CS135,-32.24811169,115.7008247
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS175,CS175,-32.18777431,115.7319989
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS175E,CS175E,-32.18761321,115.7411555
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS22A,CS22A,-32.15028051,115.7154896
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS25,CS25,-32.15127371,115.724499
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS26,CS26,-32.15007414,115.7334966
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS27,CS27,-32.15127541,115.7327484
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS30,CS30,-32.15127801,115.7511558
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS55,CS55,-32.18761049,115.7139896
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS60,CS60,-32.18711194,115.7469965
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,CS65,CS65,-32.18627724,115.7611582
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,OA5,OA5,-32.07094829,115.7311562
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs10,cs10,-32.1479422,115.6673217
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs100,cs100,-32.23460717,115.7086583
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs100w,cs100w,-32.23511074,115.7361601
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs105,cs105,-32.23461465,115.7244927
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs108,cs108,-32.2449488,115.704659
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs10s,cs10s,-32.15260805,115.6658224
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs110,cs110,-32.23461424,115.7469923
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs110w,cs110w,-32.23428012,115.7369888
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs112,cs112,-32.24094148,115.711498
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs112a,cs112a,-32.23894416,115.7173318
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs115,cs115,-32.23961446,115.7536633
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs118,cs118,-32.26128143,115.7399909
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs12,cs12,-32.14844061,115.6769949
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs120,cs120,-32.25460872,115.7303276
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs125,cs125,-32.26711426,115.7261616
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs130,cs130,-32.26544812,115.7086569
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs135,cs135,-32.24811169,115.7008247
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs145,cs145,-32.25544763,115.6844893
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs15,cs15,-32.15044887,115.6853318
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs150,cs150,-32.25544106,115.6666557
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs151,cs151,-32.26544469,115.6666581
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs155,cs155,-32.24644693,115.7206654
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs16,cs16,-32.1599468,115.682661
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs160,cs160,-32.1909485,115.6781623
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs161,cs161,-32.1912809,115.6814884
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs161tes,cs161tes,-32.1912809,115.6814884
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs165,cs165,-32.19077412,115.6856646
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs17,cs17,-32.16344503,115.682494
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs170,cs170,-32.19064501,115.6862605
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs175,cs175,-32.18777431,115.7319989
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs18,cs18,-32.15077482,115.6941595
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs180,cs180,-32.18561494,115.7681574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs180?,cs180?,-32.18561494,115.7681574
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs185,cs185,-32.18627956,115.7724976
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20,cs20,-32.1501155,115.7054931
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs203,cs203,-32.26178214,115.71183
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs205,cs205,-32.260613,115.7174942
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs207,cs207,-32.25594931,115.722825
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs209,cs209,-32.24294639,115.7161611
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20a,cs20a,-32.13711101,115.7031643
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20b,cs20b,-32.14628058,115.7044976
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20bn,cs20bn,-32.13894333,115.7041561
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs20c,cs20c,-32.15927888,115.7088735
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs211,cs211,-32.24077613,115.7103222
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs213,cs213,-32.23910923,115.7025767
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs215,cs215,-32.24010845,115.6944962
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs219,cs219,-32.25227441,115.7047567
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs22,cs22,-32.14427786,115.7186591
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs221,cs221,-32.25835869,115.7025577
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs223,cs223,-32.26844297,115.6989956
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs226,cs226,-32.23461285,115.6986608
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs227,cs227,-32.23461063,115.7028317
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs22a,cs22a,-32.15028051,115.7154896
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs22n,cs22n,-32.14094703,115.7166594
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs22nw,cs22nw,-32.14178079,115.7108272
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs233,cs233,-32.27044193,115.7198297
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs233a,cs233a,-32.27594351,115.7197418
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs23s,cs23s,-32.14327739,115.7249921
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs25,cs25,-32.15127371,115.724499
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs25a,cs25a,-32.15059579,115.7198961
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs26,cs26,-32.15007414,115.7334966
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs27,cs27,-32.15127541,115.7327484
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs27a,cs27a,-32.14994091,115.74003
University of Western Australia,UWA,CWR CTD Profiling,CWRCTD,WQ Sensor,cs27n,cs27n,-32.14327988,115.7333255
